,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
171,NA,Yes,NA,NA,NA,NA,Chicken Shop; Spanish; Tapas Bars; ,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,NA,NA,NA,$11-30,Infamous Chicken,Manhattan Valley,4,36,10025,1012 Amsterdam Ave
172,No,Yes,No,Casual,Casual,No,Puerto Rican; ,Yes,No,No,NA,"Lunch, Dinner, Late Night",No,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,No,NA,No,Under $10,Cuchifritos,East Harlem,4,143,10029,168 E 116th St
173,NA,Yes,Full Bar,Casual,Casual,No,Latin American; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,El Nuevo Caridad Restaurant,East Harlem,3,120,10029,2257 2nd Ave
174,NA,Yes,Full Bar,Intimate,Casual,Yes,Mediterranean; Tapas Bars; Bars; ,Yes,Yes,NA,Yes,Late Night,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,The Lexington Social,East Harlem,3.5,185,10029,1634 Lexington Ave
175,NA,NA,NA,NA,NA,NA,Caribbean; ,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Island Bites,East Harlem,4,4,10029,2107 1st Ave
176,NA,NA,NA,NA,Casual,No,Spanish; Latin American; ,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,A,NA,NA,Average,No,NA,Yes,NA,Yes,NA,NA,$11-30,The Tropical Grill on 2nd,East Harlem,3,7,10035,2419 2nd Ave St 124
177,NA,Yes,Full Bar,"Casual, Intimate, Romantic",Casual,Yes,Latin American; Cocktail Bars; ,Yes,Yes,No,Yes,"Lunch, Dessert",Yes,Yes,Yes,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,Yes,Yes,Yes,Free,$11-30,La Avenida,East Harlem,4.5,69,10029,2247 1st Ave
178,NA,Yes,No,Casual,Casual,Yes,Spanish; ,NA,Yes,NA,NA,"Brunch, Lunch",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,La Isla,East Harlem,2.5,27,10029,1883 3rd Ave
179,No,Yes,Full Bar,Trendy,Casual,Yes,Tapas/Small Plates; Spanish; Tapas Bars; ,Yes,Yes,NA,Yes,"Brunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,Average,Yes,Garage,Yes,Yes,Yes,Yes,Free,$31-60,Boqueria Spanish Tapas - Upper East Side,"Upper East Side, Yorkville",4,602,10075,1460 2nd Ave
180,No,Yes,Full Bar,Trendy,Casual,Yes,Italian; Spanish; Seafood; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,No,$11-30,VINATERÍA,Harlem,4,367,10026,2211 Frederick Douglass Blvd
181,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kikiriki,Harlem,2.5,2,10030,2647 Frederick Douglass Blvd
182,NA,Yes,Beer & Wine Only,Divey,Casual,Yes,Spanish; Dominican; Juice Bars & Smoothies; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,Under $10,Acosta Restaurant,Manhattan Valley,3.5,36,10025,934 Amsterdam Ave
183,No,Yes,Full Bar,"Casual, Trendy",Casual,No,Mexican; Latin American; Cocktail Bars; ,No,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,No,Yes,NA,Free,$11-30,Cantina Taqueria & Tequila Bar,Harlem,4,409,10026,1838 7th Ave
184,NA,No,No,NA,Casual,Yes,Spanish; Latin American; Puerto Rican; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,La Isla Cuchifrito,Mott Haven,4.5,22,10451,276 E 149th St
185,NA,Yes,Full Bar,Casual,Casual,Yes,Puerto Rican; Sports Bars; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,La Fonda Restaurant & Tapas Bar,East Harlem,3.5,157,10029,169 E 106th St
186,NA,Yes,No,Casual,Casual,Yes,Caribbean; Spanish; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Tropical Grill & Restaurant,Harlem,3.5,72,10027,2145 Adam Clayton Powell Jr Blvd
187,NA,Yes,No,Casual,Casual,Yes,Dominican; Spanish; Puerto Rican; ,Yes,Yes,NA,Yes,"Breakfast, Lunch, Dinner",No,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,Yes,Street,Yes,Yes,NA,NA,Free,Under $10,Zoralie Restaurant,"Hell's Kitchen, Midtown West",4,215,10019,449 W 51st St
188,NA,NA,NA,NA,NA,NA,Spanish; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Los Santiagueros,East Harlem,2,1,10029,2155 E 111 St & 2nd Ave
189,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Tapas Bars; Breakfast & Brunch; Wine Bars; ,No,No,NA,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,$11-30,Pil Pil,"Upper East Side, Yorkville",4,502,10075,265 E 78th St
190,NA,Yes,NA,NA,NA,NA,Chicken Shop; Spanish; Tapas Bars; ,NA,Yes,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,No,NA,NA,NA,$11-30,Infamous Chicken,Manhattan Valley,4,36,10025,1012 Amsterdam Ave
191,NA,Yes,Full Bar,Intimate,Casual,No,Tapas Bars; Spanish; Wine Bars; ,Yes,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Loud,Yes,Street,Yes,NA,NA,NA,No,$31-60,Buceo 95,Upper West Side,4,397,10025,201 W 95th St
192,NA,No,NA,NA,Casual,NA,Caribbean; Latin American; Bakeries; ,NA,No,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,No,NA,NA,NA,Under $10,El Barrio Restaurant Bakery,East Harlem,4,11,10029,158B E 116th St
193,NA,Yes,No,NA,Casual,Yes,Bakeries; Desserts; Latin American; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Quiet,No,NA,Yes,Yes,No,No,No,Under $10,Tres Leches Cafe,East Harlem,5,86,10029,356 E 112th St
194,NA,NA,NA,NA,NA,NA,Latin American; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,Hispanic Grill Restaurant,East Harlem,3.5,3,10035,1936 Madison Ave
195,No,Yes,Full Bar,Casual,Casual,No,Latin American; Seafood; Cocktail Bars; ,Yes,Yes,No,Yes,"Brunch, Dinner",Yes,No,Yes,NA,NA,NA,Yes,B,NA,NA,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,La Pulperia UES,"Yorkville, Upper East Side",4,629,10028,1626 2nd Ave
196,NA,Yes,Beer & Wine Only,"Casual, Intimate",Casual,No,Bars; Latin American; Cuban; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,Yes,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Sabor De Cuba,Astoria,4,273,11103,3703 31st Ave
197,NA,NA,NA,NA,NA,NA,Bakeries; Latin American; Mexican; ,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,El Biscochito,Morrisania,5,2,10459,967 E 167th St
198,NA,Yes,Full Bar,"Casual, Trendy, Intimate, Romantic, Classy",Casual,Yes,Wine Bars; Spanish; Tapas Bars; ,No,No,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,Yes,Yes,Average,No,Street,No,Yes,Yes,Yes,Free,$31-60,Tomiño Taberna Gallega,Little Italy,4.5,144,10013,192 Grand St
199,NA,Yes,Beer & Wine Only,NA,Casual,NA,Spanish; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,Under $10,Jordis Place,Two Bridges,4.5,7,10038,51 Catherine St
200,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Tapas Bars; Spanish; Breakfast & Brunch; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,Yes,A,NA,NA,Average,Yes,"Garage, Street",Yes,Yes,Yes,NA,No,$11-30,Nai Tapas,East Village,4,812,10003,85 2nd Ave
201,NA,Yes,Full Bar,Casual,Casual,Yes,Latin American; Tapas Bars; Cocktail Bars; ,No,No,No,Yes,Dinner,Yes,No,Yes,Yes,NA,NA,Yes,A,Yes,Yes,Loud,Yes,Street,Yes,Yes,NA,NA,No,$11-30,Yuca Bar,"East Village, Alphabet City",4,1654,10009,111 Avenue A
202,NA,Yes,Full Bar,Trendy,Casual,No,Spanish; Basque; ,No,No,NA,Yes,Dinner,Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,No,Street,No,Yes,Yes,Yes,Free,$11-30,Huertas,East Village,4,278,10003,107 1st Ave
203,NA,No,No,NA,NA,Yes,Puerto Rican; Food Stands; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,NA,NA,NA,Very Loud,No,NA,Yes,No,NA,NA,No,Under $10,Sandra’s Food Spot Cart,Financial District,4.5,30,10005,Nassua St
204,NA,Yes,Full Bar,Trendy,Casual,Yes,Mediterranean; Spanish; Bars; ,No,No,NA,Yes,Dinner,Yes,No,No,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,No,Yes,Yes,NA,No,$31-60,Gato,NoHo,4,1005,10012,324 Lafayette St
205,NA,No,Beer & Wine Only,Casual,NA,No,Sandwiches; Cafes; Spanish; ,Yes,Yes,NA,NA,Dessert,No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Quiet,No,Street,Yes,NA,NA,NA,Free,Under $10,La Churreria,Nolita,4,285,10012,284 Mulberry St
206,NA,Yes,Full Bar,Trendy,Casual,Yes,Mexican; Tapas/Small Plates; Tapas Bars; ,Yes,Yes,NA,Yes,"Brunch, Lunch, Dinner",Yes,No,Yes,NA,NA,NA,No,NA,NA,Yes,Average,Yes,Street,Yes,Yes,Yes,No,Free,$11-30,Anejo Tribeca,TriBeCa,3.5,264,10013,301 Church St
207,NA,Yes,NA,NA,NA,NA,Spanish; ,NA,No,NA,NA,NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,$11-30,Las’ Lap,Lower East Side,4.5,18,10002,74 Orchard St
208,NA,Yes,Full Bar,Casual,Casual,Yes,Cuban; Mexican; ,No,Yes,NA,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Cafe Habana,Nolita,4,3072,10012,17 Prince St
209,NA,No,No,Casual,Casual,Yes,Latin American; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Los Papi’s,Vinegar Hill,4,70,11201,77 Bridge St
210,NA,Yes,Beer & Wine Only,Intimate,Casual,Yes,Korean; Desserts; Tapas/Small Plates; ,Yes,Yes,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$11-30,Kori Tribeca,TriBeCa,4,452,10013,253 Church St
211,No,Yes,Beer & Wine Only,Intimate,Casual,Yes,Tapas Bars; Wine Bars; Breakfast & Brunch; ,Yes,Yes,Yes,Yes,"Dinner, Dessert",Yes,No,Yes,NA,NA,NA,No,A,NA,NA,Average,Yes,"Garage, Street",Yes,Yes,Yes,Yes,Free,$11-30,PEQUE Vinos + Tapas Bar & Restaurant,Harlem,4.5,186,10039,231 W 145th St
212,NA,NA,NA,NA,NA,NA,Dominican; ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brisa Dominicana Restaurant,Harlem,5,2,10031,1764 Amsterdam Ave
213,No,Yes,Beer & Wine Only,Casual,Casual,No,Latin American; ,Yes,Yes,No,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Loud,No,Street,Yes,Yes,Yes,Yes,No,Under $10,El Nuevo Tina,Harlem,4,41,10027,511 W 125th St
214,NA,Yes,No,Casual,Casual,Yes,Caribbean; Spanish; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Tropical Grill & Restaurant,Harlem,3.5,72,10027,2145 Adam Clayton Powell Jr Blvd
215,NA,Yes,No,NA,Casual,Yes,Spanish; Barbeque; ,No,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,Very Loud,No,NA,Yes,No,NA,NA,No,Under $10,Polanco Restaurant & Barbecue,Harlem,3.5,25,10030,2421 Adam Clayton Powell Junior Blvd
216,NA,Yes,No,Casual,Casual,Yes,Mexican; Spanish; Latin American; ,Yes,Yes,NA,NA,Lunch,No,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,NA,Yes,No,Yes,NA,No,Under $10,Agave Mexican Restaurant,Harlem,3.5,90,10031,398 W 145th St
217,NA,Yes,Full Bar,Casual,Casual,Yes,Latin American; ,Yes,Yes,NA,NA,"Breakfast, Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Caridad Restaurant,Harlem,2.5,103,10031,3533 Broadway
218,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Spanish; Coffee & Tea; Breakfast & Brunch; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Judy’s Spanish Restaurant,East Harlem,3,167,10029,1505 Lexington Ave
219,NA,Yes,No,NA,Casual,No,Spanish; ,NA,Yes,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,NA,NA,No,Under $10,Tropical Grill Restaurant,Harlem,3,17,10026,164 W 116th St
220,NA,Yes,NA,NA,Casual,NA,Spanish; Caribbean; Burgers; ,NA,Yes,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,NA,A,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,$11-30,Mi Mexico Cari Wine Bar & Restaurant,Harlem,4,6,10030,2647 Frederick Douglass Blvd
221,NA,No,No,NA,Casual,Yes,Spanish; Latin American; Puerto Rican; ,No,No,NA,NA,NA,No,Yes,NA,NA,NA,NA,Yes,B,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,La Isla Cuchifrito,Mott Haven,4.5,22,10451,276 E 149th St
