,Accepts Apple Pay,Accepts Bitcoin,Accepts Credit Cards,Accepts Google Pay,Alcohol,Ambience,Attire,Best Nights,Bike Parking,Caters,Coat Check,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good For Dancing,Good for Groups,Good for Kids,Good for Working,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Kosher Options,Has Pool Table,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Offers Military Discount,Open to All,Outdoor Seating,Parking,Smoking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
162,No,No,Yes,No,Beer & Wine Only,Casual,Casual,NA,No,Yes,NA,No,No,Yes,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,Average,NA,NA,Yes,Street,NA,Yes,No,No,Yes,Free,$11-30,Roppongi,4.0,77,74119,601 S Boston Ave
163,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Sushi House,4.0,58,74012,1350 E Kenosha St
164,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Loud,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Osaka,3.0,98,74133,11016 E 81st St
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kofu Sushi And Hibachi,5.0,1,74012,813 W Kenosha St
166,NA,NA,Yes,NA,Beer & Wine Only,Classy,Casual,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Sushi Hana,4.5,98,74137,9904 Riverside Pkwy
167,No,No,Yes,No,Full Bar,"Casual, Intimate, Romantic, Classy",Casual,NA,Yes,Yes,NA,Yes,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Roka,4.0,129,74104,1616 South Utica Ave
168,NA,No,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,Yes,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Kirin Asian Cuisine & Sushi,4.0,96,74133,8041 S Mingo Rd
169,NA,No,Yes,No,Full Bar,"Casual, Trendy",Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Brunch, Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Yokozuna Yale,3.5,113,74137,9146 S YaleSte 100
170,NA,NA,Yes,NA,Beer & Wine Only,NA,Casual,NA,Yes,Yes,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,NA,No,NA,NA,Yes,No,No,Yes,Free,$11-30,SushiFork,4.5,63,74132,8115 South Olympia Ave
171,No,NA,Yes,NA,Full Bar,Casual,Casual,NA,No,Yes,NA,No,NA,Yes,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,Free,$11-30,The Tropical,4.5,161,74145,8125 E 49th St
172,No,NA,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,No,$11-30,Keo,4.0,93,74105,3524 S Peoria Ave
173,NA,NA,Yes,No,Full Bar,Casual,Casual,NA,No,No,NA,No,NA,NA,Dinner,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Tokyo Garden,4.0,55,74145,4020 S Memorial Dr
174,No,NA,Yes,No,Full Bar,"Trendy, Classy, Upscale",Casual,NA,Yes,No,NA,No,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,NA,No,$11-30,Sushi Hana,4.5,73,74172,3739 S Peoria Ave
175,NA,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,No,No,NA,No,NA,NA,Lunch,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,Yes,NA,NA,No,$11-30,Tokyo Japanese Restaurant,4.0,57,74012,4942 W Kenosha St
176,No,No,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,No,NA,NA,Dinner,NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Street,NA,Yes,Yes,NA,NA,Free,$11-30,Yokozuna,3.5,271,74120,309 E 2nd St
177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOSA Hibachi & Sushi Japanese Express,NA,NA,74354,505 N Main St
178,No,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Yutaka Grill & Sushi Buffet,3.5,94,74145,6560 E 51st StFarm Shopping Center
179,NA,No,Yes,NA,Beer & Wine Only,NA,Casual,NA,Yes,No,NA,No,No,NA,Lunch,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Caribbean Sushi,4.5,36,74011,3708 S Elm Pl
180,No,No,Yes,No,Beer & Wine Only,Casual,Casual,NA,No,Yes,NA,No,No,Yes,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,Yes,Yes,Average,NA,NA,Yes,Street,NA,Yes,No,No,Yes,Free,$11-30,Roppongi,4.0,77,74119,601 S Boston Ave
181,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Sushi House,4.0,58,74012,1350 E Kenosha St
182,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Loud,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Osaka,3.0,98,74133,11016 E 81st St
183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kofu Sushi And Hibachi,5.0,1,74012,813 W Kenosha St
184,NA,NA,Yes,NA,Beer & Wine Only,Classy,Casual,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Sushi Hana,4.5,98,74137,9904 Riverside Pkwy
185,No,No,Yes,No,Full Bar,"Casual, Intimate, Romantic, Classy",Casual,NA,Yes,Yes,NA,Yes,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Roka,4.0,129,74104,1616 South Utica Ave
186,NA,No,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,Yes,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Kirin Asian Cuisine & Sushi,4.0,96,74133,8041 S Mingo Rd
187,NA,No,Yes,No,Full Bar,"Casual, Trendy",Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Brunch, Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Yokozuna Yale,3.5,113,74137,9146 S YaleSte 100
188,NA,NA,Yes,NA,Beer & Wine Only,NA,Casual,NA,Yes,Yes,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,NA,No,NA,NA,Yes,No,No,Yes,Free,$11-30,SushiFork,4.5,63,74132,8115 South Olympia Ave
189,No,NA,Yes,NA,Full Bar,Casual,Casual,NA,No,Yes,NA,No,NA,Yes,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,Free,$11-30,The Tropical,4.5,161,74145,8125 E 49th St
190,No,NA,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,No,$11-30,Keo,4.0,93,74105,3524 S Peoria Ave
191,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,No,NA,Yes,NA,NA,Dinner,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,Free,$11-30,Asahi Japanese Restaurant,3.0,37,74133,7831 E 71st St
192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sumo Sushi & Hibachi,NA,NA,74012,1728 N 9th St
193,No,NA,Yes,NA,Full Bar,NA,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,No,$11-30,Fuji Sushi Bar,3.5,71,74133,8226 E 71st St
194,No,NA,Yes,NA,No,Casual,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,Yes,NA,No,Under $10,Asian Fusion,4.5,72,74133,6565 E 71st St
195,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Sobahn,3.5,79,74133,7315 S Memorial Dr
196,No,NA,Yes,NA,No,Casual,Casual,NA,No,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,NA,NA,Yes,Yes,Yes,NA,No,$11-30,Seoul Bistro,4.5,84,74134,3161 S 129th E AveSte N
197,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,No,No,NA,Aromas of Asia,3.0,6,74145,3530 S Sheridan Rd
198,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,No,No,NA,No,NA,NA,"Lunch, Dinner",NA,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Street,NA,Yes,No,NA,NA,No,$11-30,The Sushi Place,3.5,64,74103,115 W 3rd StSte 100
199,NA,NA,Yes,NA,Full Bar,Romantic,Dressy,NA,Yes,NA,NA,No,NA,NA,"Dinner, Dessert",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Valet,NA,No,Yes,NA,NA,Free,Above $61,McGills on 19,3.5,49,74015,777 W Cherokee StHard Rock Hotel & Casino
200,NA,NA,Yes,NA,No,NA,Casual,NA,NA,NA,NA,No,NA,NA,Lunch,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,No,Yes,No,Under $10,Red Moon,3.5,24,74464,761 Holiday Dr
201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kofu Sushi And Hibachi,5.0,1,74012,813 W Kenosha St
202,NA,NA,Yes,NA,Beer & Wine Only,Classy,Casual,NA,Yes,No,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Sushi Hana,4.5,98,74137,9904 Riverside Pkwy
203,No,No,Yes,No,Full Bar,"Casual, Intimate, Romantic, Classy",Casual,NA,Yes,Yes,NA,Yes,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Roka,4.0,129,74104,1616 South Utica Ave
204,NA,No,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,Yes,No,NA,"Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Kirin Asian Cuisine & Sushi,4.0,96,74133,8041 S Mingo Rd
205,NA,No,Yes,No,Full Bar,"Casual, Trendy",Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Brunch, Lunch, Dinner",NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,Yes,Private Lot,NA,Yes,Yes,Yes,Yes,Free,$11-30,Yokozuna Yale,3.5,113,74137,9146 S YaleSte 100
206,NA,NA,Yes,NA,Beer & Wine Only,NA,Casual,NA,Yes,Yes,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Yes,NA,No,NA,NA,Yes,No,No,Yes,Free,$11-30,SushiFork,4.5,63,74132,8115 South Olympia Ave
207,No,NA,Yes,NA,Full Bar,Casual,Casual,NA,No,Yes,NA,No,NA,Yes,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,Free,$11-30,The Tropical,4.5,161,74145,8125 E 49th St
208,No,NA,Yes,NA,Full Bar,Trendy,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,No,$11-30,Keo,4.0,93,74105,3524 S Peoria Ave
209,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,No,NA,Yes,NA,NA,Dinner,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,Free,$11-30,Asahi Japanese Restaurant,3.0,37,74133,7831 E 71st St
210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sumo Sushi & Hibachi,NA,NA,74012,1728 N 9th St
211,No,NA,Yes,NA,Full Bar,NA,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,No,$11-30,Fuji Sushi Bar,3.5,71,74133,8226 E 71st St
212,No,NA,Yes,NA,No,Casual,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,Yes,NA,No,Under $10,Asian Fusion,4.5,72,74133,6565 E 71st St
213,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Sobahn,3.5,79,74133,7315 S Memorial Dr
214,No,NA,Yes,NA,No,Casual,Casual,NA,No,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,NA,NA,Yes,Yes,Yes,NA,No,$11-30,Seoul Bistro,4.5,84,74134,3161 S 129th E AveSte N
215,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,No,No,NA,Aromas of Asia,3.0,6,74145,3530 S Sheridan Rd
216,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,No,No,NA,No,NA,NA,"Lunch, Dinner",NA,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Street,NA,Yes,No,NA,NA,No,$11-30,The Sushi Place,3.5,64,74103,115 W 3rd StSte 100
217,NA,NA,Yes,NA,Full Bar,Romantic,Dressy,NA,Yes,NA,NA,No,NA,NA,"Dinner, Dessert",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Valet,NA,No,Yes,NA,NA,Free,Above $61,McGills on 19,3.5,49,74015,777 W Cherokee StHard Rock Hotel & Casino
218,NA,NA,Yes,NA,No,NA,Casual,NA,NA,NA,NA,No,NA,NA,Lunch,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,No,Yes,No,Under $10,Red Moon,3.5,24,74464,761 Holiday Dr
219,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Fu-Thai Sushi Bar,3.5,31,74146,5646 S Mingo Rd
220,Yes,NA,Yes,NA,Full Bar,Trendy,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Very Loud,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,NA,Free,$11-30,In The Raw South,3.5,81,74133,6151 S Sheridan Rd
221,NA,NA,Yes,NA,Full Bar,NA,Casual,NA,Yes,NA,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,Yes,Street,NA,Yes,Yes,NA,NA,No,$11-30,In the Raw Sushi,3.5,107,74105,3321 S Peoria Ave
222,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Sushi Train,3.0,102,74135,3300 E 51st St
223,NA,NA,Yes,NA,Full Bar,NA,Casual,NA,No,No,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Loud,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Shogun Steak House,3.0,41,74133,6808 S Memorial DrSte 224
224,No,NA,Yes,NA,No,NA,Casual,NA,No,Yes,NA,No,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Average,NA,NA,No,NA,NA,Yes,No,NA,NA,Free,Under $10,Yummy Asia,4.0,11,74133,10903 S Memorial Dr
225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sushi One,3.5,7,74066,808 E Taft Ave
226,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,No,NA,NA,No,$11-30,Bento Asian Diner,3.5,40,74012,2315 W Kenosha St
227,No,NA,Yes,No,Beer & Wine Only,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,Average,NA,NA,No,Street,NA,Yes,No,Yes,Yes,No,$11-30,Calaveras,4.0,172,74110,2326 E Admiral Blvd
228,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,Yes,Free,NA,Asian Star Restaurant,4.5,7,74133,10030 S Mingo RdSte D
229,No,NA,Yes,NA,Full Bar,NA,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,No,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,Yes,Yes,No,$11-30,Fuji Sushi Bar,3.5,71,74133,8226 E 71st St
230,No,NA,Yes,NA,No,Casual,Casual,NA,Yes,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,No,Yes,NA,No,Under $10,Asian Fusion,4.5,72,74133,6565 E 71st St
231,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,Yes,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Sobahn,3.5,79,74133,7315 S Memorial Dr
232,No,NA,Yes,NA,No,Casual,Casual,NA,No,Yes,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,NA,NA,Yes,Yes,Yes,NA,No,$11-30,Seoul Bistro,4.5,84,74134,3161 S 129th E AveSte N
233,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,No,NA,No,No,NA,Aromas of Asia,3.0,6,74145,3530 S Sheridan Rd
234,NA,NA,Yes,NA,Full Bar,Casual,Casual,NA,No,No,NA,No,NA,NA,"Lunch, Dinner",NA,No,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Street,NA,Yes,No,NA,NA,No,$11-30,The Sushi Place,3.5,64,74103,115 W 3rd StSte 100
235,NA,NA,Yes,NA,Full Bar,Romantic,Dressy,NA,Yes,NA,NA,No,NA,NA,"Dinner, Dessert",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Quiet,NA,NA,No,Valet,NA,No,Yes,NA,NA,Free,Above $61,McGills on 19,3.5,49,74015,777 W Cherokee StHard Rock Hotel & Casino
236,NA,NA,Yes,NA,No,NA,Casual,NA,NA,NA,NA,No,NA,NA,Lunch,NA,Yes,Yes,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Average,NA,NA,No,Private Lot,NA,Yes,Yes,No,Yes,No,Under $10,Red Moon,3.5,24,74464,761 Holiday Dr
237,NA,NA,Yes,NA,Beer & Wine Only,Casual,Casual,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Quiet,NA,NA,No,Private Lot,NA,Yes,Yes,NA,NA,No,$11-30,Fu-Thai Sushi Bar,3.5,31,74146,5646 S Mingo Rd
238,Yes,NA,Yes,NA,Full Bar,Trendy,Casual,NA,No,Yes,NA,Yes,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Very Loud,NA,NA,Yes,Private Lot,NA,Yes,Yes,NA,NA,Free,$11-30,In The Raw South,3.5,81,74133,6151 S Sheridan Rd
239,NA,NA,Yes,NA,Full Bar,NA,Casual,NA,Yes,NA,NA,No,NA,NA,"Lunch, Dinner",NA,Yes,No,NA,Yes,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,Average,NA,NA,Yes,Street,NA,Yes,Yes,NA,NA,No,$11-30,In the Raw Sushi,3.5,107,74105,3321 S Peoria Ave
